an_id,platforms,logsource,channel,dc_id,dc_name 
AN1000,Windows,WinEventLog:Security,"EventCode=4624, 4648",DC0067,Logon Session Creation
AN1000,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1000,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN1001,Windows,WinEventLog:Security,EventCode=4720,DC0014,User Account Creation
AN1001,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN1002,Linux,auditd:EXECVE,Execution of gsettings set org.gnome.login-screen disable-user-list true,DC0064,Command Execution
AN1002,Linux,auditd:FILE,"Modification of Display Manager configuration files (/etc/gdm3/*, /etc/lightdm/*)",DC0061,File Modification
AN1003,macOS,macos:unifiedlog,Execution of dscl . create with IsHidden=1,DC0064,Command Execution
AN1003,macOS,macos:unifiedlog,Modification of /Library/Preferences/com.apple.loginwindow plist,DC0061,File Modification
AN1003,macOS,macos:unifiedlog,Creation of user account with UID <500,DC0013,User Account Metadata
AN1004,Windows,WinEventLog:Application,"VPN, Citrix, or remote access gateway logs showing external IP addresses",DC0038,Application Log Content
AN1004,Windows,WinEventLog:Security,"EventCode=4776, 4625",DC0002,User Account Authentication
AN1004,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN1005,Linux,NSM:Connections,Failed password or accepted password for SSH users,DC0038,Application Log Content
AN1005,Linux,NSM:Flow,connection: Inbound connections to SSH or VPN ports,DC0082,Network Connection Creation
AN1005,Linux,auditd:SYSCALL,ssh logins or execve of remote commands,DC0088,Logon Session Metadata
AN1006,macOS,PF:Logs,External traffic to remote access services,DC0078,Network Traffic Flow
AN1006,macOS,macos:unifiedlog,Remote login (ssh) or screen sharing authentication attempts,DC0088,Logon Session Metadata
AN1006,macOS,macos:unifiedlog,Inbound connections to VNC/SSH ports,DC0082,Network Connection Creation
AN1007,Containers,ApplicationLog:API,Docker/Kubernetes API access from external sources,DC0038,Application Log Content
AN1007,Containers,NSM:Flow,"External access to container ports (2375, 6443)",DC0082,Network Connection Creation
AN1007,Containers,kubernetes:audit,Unauthorized container creation or kubelet exec logs,DC0088,Logon Session Metadata
AN1008,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1008,Windows,m365:unified,Send/Receive: Unusual spikes in inbound messages to a single recipient,DC0038,Application Log Content
AN1009,Linux,Application:Mail,High-frequency inbound mail activity to a specific recipient address,DC0038,Application Log Content
AN1009,Linux,auditd:SYSCALL,File creation events in /var/mail or /var/spool/mail exceeding baseline thresholds,DC0039,File Creation
AN1010,Office Suite,m365:exchange,MailDelivery: High-frequency delivery of messages or attachments to a single recipient,DC0038,Application Log Content
AN1011,macOS,fs:fsusage,create: Attachment file creation in ~/Library/Mail directories,DC0039,File Creation
AN1011,macOS,macos:unifiedlog,Repetitive inbound email delivery activity logged within a short time window,DC0038,Application Log Content
AN1012,Windows,NSM:Firewall,High rate of inbound TCP SYN or ACK packets with missing 3-way handshake completion,DC0085,Network Traffic Content
AN1012,Windows,WinEventLog:Microsoft-Windows-TCPIP,Connection queue overflow or failure to allocate TCP state object,DC0018,Host Status
AN1012,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1013,Linux,NSM:Flow,High volumes of SYN/ACK packets with unacknowledged TCP handshakes,DC0078,Network Traffic Flow
AN1013,Linux,NSM:Flow,TCP: possible SYN flood or backlog limit exceeded,DC0018,Host Status
AN1013,Linux,auditd:SYSCALL,"Invocation of packet generation tools (e.g., hping3, nping) or fork bombs",DC0032,Process Creation
AN1014,macOS,NSM:Firewall,Anomalous TCP SYN or ACK spikes from specific source or interface,DC0085,Network Traffic Content
AN1014,macOS,macos:osquery,Execution of flooding tools or compiled packet generators,DC0032,Process Creation
AN1014,macOS,macos:unifiedlog,"network stack resource exhaustion, tcp_accept queue overflow, repeated resets",DC0018,Host Status
AN1015,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN1015,Windows,WinEventLog:Security,"EventCode=5156, 5157",DC0082,Network Connection Creation
AN1015,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1016,Linux,auditd:EXECVE,execve,DC0032,Process Creation
AN1016,Linux,linux:syslog,network,DC0082,Network Connection Creation
AN1017,macOS,macos:unifiedlog,process,DC0032,Process Creation
AN1018,ESXi,esxi:hostd,process,DC0032,Process Creation
AN1018,ESXi,esxi:shell,None,DC0029,Script Execution
AN1019,SaaS,saas:confluence,access.content,DC0038,Application Log Content
AN1019,SaaS,saas:confluence,logon,DC0067,Logon Session Creation
AN1019,SaaS,saas:confluence,REST API access from non-browser agents,DC0085,Network Traffic Content
AN1020,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN1020,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1020,Windows,dns:query,"Outbound resolution to hidden service domains (e.g., `.onion`)",DC0078,Network Traffic Flow
AN1021,Linux,NSM:Flow,conn.log + ssl.log with Tor fingerprinting,DC0078,Network Traffic Flow
AN1021,Linux,Netfilter/iptables,Forwarded packets log,DC0085,Network Traffic Content
AN1021,Linux,auditd:SYSCALL,execve for proxy tools,DC0032,Process Creation
AN1022,macOS,macos:osquery,process_events + launchd,DC0082,Network Connection Creation
AN1022,macOS,macos:unifiedlog,"process, socket, and DNS logs",DC0032,Process Creation
AN1022,macOS,macos:unifiedlog,forwarded encrypted traffic,DC0078,Network Traffic Flow
AN1023,ESXi,NSM:Flow,Relay patterns across IP hops,DC0085,Network Traffic Content
AN1023,ESXi,esxi:esxupdate,/var/log/esxupdate.log or /var/log/vmksummary.log,DC0082,Network Connection Creation
AN1023,ESXi,esxi:vmkernel,/var/log/vmkernel.log,DC0078,Network Traffic Flow
AN1024,Network Devices,NSM:Firewall,Outbound encrypted traffic,DC0085,Network Traffic Content
AN1024,Network Devices,NSM:Flow,Relayed session pathing (multi-hop),DC0078,Network Traffic Flow
AN1024,Network Devices,networkdevice:syslog,Custom firmware or routing changes,DC0004,Firmware Modification
AN1025,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN1025,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1026,Linux,NSM:Flow,ldap.log,DC0085,Network Traffic Content
AN1026,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN1026,Linux,linux:syslog,sshd logs,DC0064,Command Execution
AN1027,macOS,macos:unifiedlog,process events,DC0032,Process Creation
AN1028,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN1028,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1028,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN1028,Windows,WinEventLog:Sysmon,EventCode=12,DC0056,Windows Registry Key Creation
AN1028,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN1028,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1028,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN1029,Windows,WinEventLog:Security,EventCode=4657,DC0063,Windows Registry Key Modification
AN1029,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1029,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN1030,Windows,WinEventLog:Security,EventCode=4673,DC0013,User Account Metadata
AN1030,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1030,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1030,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1030,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN1031,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1031,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN1031,Windows,WinEventLog:WMI,"EventCode=5857, 5858, 5860, 5861",DC0008,WMI Creation
AN1032,Windows,WinEventLog:Microsoft-Windows-Shell-Core,New startup folder shortcut or binary placed in Startup directory,DC0039,File Creation
AN1032,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1032,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN1033,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1033,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1034,Windows,WinEventLog:Security,EventCode=5145,DC0102,Network Share Access
AN1034,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1034,Windows,WinEventLog:System,"EventCode=4016, 5312",DC0029,Script Execution
AN1035,Windows,WinEventLog:Microsoft-Windows-CodeIntegrity/Operational,Code integrity violations in boot-start drivers or firmware,DC0059,File Metadata
AN1035,Windows,WinEventLog:Security,"EventCode=1166, 7045",DC0018,Host Status
AN1035,Windows,WinEventLog:Sysmon,EventCode=6,DC0079,Driver Load
AN1035,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN1035,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1036,Linux,auditd:SYSCALL,"firmware_update, kexec_load",DC0018,Host Status
AN1036,Linux,fwupd:logs,Firmware updates applied or failed,DC0059,File Metadata
AN1037,macOS,macos:endpointsecurity,es_event_authentication,DC0059,File Metadata
AN1037,macOS,macos:unifiedlog,EFI firmware integrity check failed,DC0018,Host Status
AN1038,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN1038,Linux,auditd:SYSCALL,"Modification of user shell profile or trap registration via echo/redirection (e.g., echo ""trap 'malicious_cmd' INT"" >> ~/.bashrc)",DC0061,File Modification
AN1038,Linux,auditd:SYSCALL,open,DC0055,File Access
AN1039,macOS,macos:unifiedlog,Command line containing `trap` or `echo 'trap` written to login shell files,DC0032,Process Creation
AN1039,macOS,macos:unifiedlog,"File write or append to .zshrc, .bash_profile, .zprofile, etc.",DC0061,File Modification
AN1040,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1040,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1041,Linux,auditd:PATH,PATH,DC0055,File Access
AN1041,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN1042,macOS,fs:fsusage,Filesystem Call Monitoring,DC0055,File Access
AN1042,macOS,macos:unifiedlog,log collect --predicate,DC0032,Process Creation
AN1043,ESXi,esxi:hostd,vSphere File API Access,DC0055,File Access
AN1043,ESXi,esxi:shell,Shell Access/Command Execution,DC0064,Command Execution
AN1044,Network Devices,networkdevice:syslog,CLI Command Logging,DC0064,Command Execution
AN1045,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1045,Windows,etw:Microsoft-Windows-Kernel-Process,NtQueryInformationProcess,DC0021,OS API Execution
AN1046,Linux,auditd:SYSCALL,open/read: Access to /proc/self/status with focus on TracerPID field,DC0055,File Access
AN1047,macOS,macos:unifiedlog,ptrace: Processes invoking ptrace with PTRACE_TRACEME flag,DC0021,OS API Execution
AN1048,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1048,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN1049,Linux,auditd:PROCTITLE,scripting loop invoking sleep/ping,DC0029,Script Execution
AN1049,Linux,auditd:SYSCALL,execve or nanosleep with no stdout/stderr I/O,DC0032,Process Creation
AN1050,macOS,macos:unifiedlog,launchd or osascript spawns process with delay command,DC0032,Process Creation
AN1050,macOS,macos:unifiedlog,delay/sleep library usage in user context,DC0016,Module Load
AN1051,Office Suite,m365:unified,"Add-MailboxPermission, UpdateFolderPermissions",DC0010,User Account Modification
AN1052,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1052,Windows,m365:unified,PowerShell: Add-MailboxPermission,DC0038,Application Log Content
AN1053,IaaS,AWS:CloudTrail,"CreateFunction / UpdateFunctionConfiguration: Function creation, role assignment, or configuration change events",DC0069,Cloud Service Modification
AN1053,IaaS,AWS:CloudTrail,InvokeFunction: Unexpected or repeated invocation of functions not tied to known workflows,DC0038,Application Log Content
AN1054,Office Suite,m365:exchange,New-InboxRule: Automation that triggers abnormal forwarding or external link generation,DC0038,Application Log Content
AN1054,Office Suite,m365:unified,AddFlow / UpdateFlow: New automation or workflow creation events,DC0069,Cloud Service Modification
AN1055,SaaS,saas:appsscript,Create / Update: Deployment of scripts with event-driven triggers,DC0069,Cloud Service Modification
AN1055,SaaS,saas:googledrive,FileOpen / FileAccess: Event-driven script triggering on user file actions,DC0038,Application Log Content
AN1056,Linux,auditd:CONFIG_CHANGE,udev rule reload or trigger command executed,DC0064,Command Execution
AN1056,Linux,auditd:SYSCALL,"chmod, write, create, open",DC0061,File Modification
AN1056,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN1057,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1057,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN1058,Linux,NSM:Flow,Outbound TCP SYN or UDP to multiple ports/hosts,DC0078,Network Traffic Flow
AN1058,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN1059,macOS,macos:osquery,process_events,DC0032,Process Creation
AN1059,macOS,macos:unifiedlog,"dns-sd, mDNSResponder, socket activity",DC0085,Network Traffic Content
AN1060,Containers,containerd:runtime,container-level outbound traffic events,DC0078,Network Traffic Flow
AN1060,Containers,ebpf:syscalls,socket connect,DC0082,Network Connection Creation
AN1060,Containers,ebpf:syscalls,execve,DC0032,Process Creation
AN1061,Windows,WinEventLog:Sysmon,EventCode=6,DC0079,Driver Load
AN1061,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1061,Windows,WinEventLog:System,EventCode=7045,DC0060,Service Creation
AN1062,Linux,auditd:EXECVE,None,DC0032,Process Creation
AN1062,Linux,linux:osquery,file_events,DC0061,File Modification
AN1062,Linux,linux:syslog,kmod,DC0016,Module Load
AN1063,macOS,fs:fsevents,Extensions,DC0061,File Modification
AN1063,macOS,macos:osquery,launch_daemons,DC0060,Service Creation
AN1063,macOS,macos:unifiedlog,subsystem=com.apple.kextd,DC0016,Module Load
AN1064,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1064,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1064,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1065,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN1065,Linux,auditd:SYSCALL,"open, write",DC0061,File Modification
AN1065,Linux,linux:cli,Shell history logs,DC0064,Command Execution
AN1066,macOS,macos:osquery,file_events,DC0039,File Creation
AN1066,macOS,macos:unifiedlog,"log stream --predicate 'processImagePath contains ""zip"" OR ""base64""'",DC0064,Command Execution
AN1067,Network Devices,networkdevice:IDS,content inspection / PCAP / HTTP body,DC0085,Network Traffic Content
AN1068,ESXi,esxi:hostd,Remote access API calls and file uploads,DC0021,OS API Execution
AN1068,ESXi,esxi:vmkernel,Datastore modification events,DC0059,File Metadata
AN1069,Network Devices,NSM:Flow,Probe responses from unauthorized APs responding to client probe requests,DC0085,Network Traffic Content
AN1069,Network Devices,WLANLogs:Association,Multiple APs advertising the same SSID but with different BSSID/MAC or encryption type,DC0078,Network Traffic Flow
AN1069,Network Devices,networkdevice:syslog,Failed authentication requests redirected to non-standard portals,DC0038,Application Log Content
AN1070,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1070,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1071,Linux,auditd:SYSCALL,open,DC0055,File Access
AN1071,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
